fidN200,Cluster_code,ADM1NAMEC254,URBAN_RURAC254,LATNUMN2415,LONGNUMN2415,CorrectedLatitude,CorrectedLongitude,Estimated_dislocation_km,Suburb_town_village,regionC254,educationN2415,time2waterN2415,time2wat_1N2415,electricitN2415,radio_fN2415,tv_fN2415,refridgeraN2415,bicycle_fN2415,motorcycleN2415,car_fN2415,V005_sumN2415,chborn_meaN2415,chdied_meaN2415,poorest_meN2415,poorer_meaN2415,middle_meaN2415,richer_meaN2415,richest_meN2415,discard_houshold_iN100,gini2aN2415,meiEAN2415,fidN200_A,Very_poor,Poor,Average,Wealthy,Very_wealthy,Total_ratings,Median_rating,Poorest_weight,poor_weight,Middle_weight,Wealthy_weight,Wealthiest_weight,buildings_size,roofing_material,roofingcondition,larger_buildings,settlement_structure,building_density,greenery,dominant_landuse,image_colour,road_surface_quality,road_width,roads_coverage,vehicles_presence,farm_sizes,hv270_1_poorest,hv270_2_poor,hv270_3_middle,hv270_4_rich,hv270_5_richest,household_total,mean_score270_comb_R_U,mean270_R_U_separated,median_score_comb_R_U_270,median270a_U_R_separated,Recoded_building_size,Recoded_roofing_mat,Recoded_Roofing_condition,Recoded_Taller_Buildings,Recoded_Gridded,Recoded_clustered,Recoded_scattered,Recoded_low_building_density,Recoded_medium_building_density,Recoded_high_building_density,Recoded_low_greenery,Recoded_medium_greenery,Recoded_high_greenery,Recoded_barelands_dominant,Recoded_agriculture_dominant,Recoded_builtup_dominant,Recoded_image_colouration,Recoded_tarred_road,Recoded_untarred_road,Recoded_wider_roads,Recoded_narrow_roads,Recoded_low_road_coverage,Recoded_high_road_coverage,Recoded_farms_Absent,Recoded_smallfarms,Recoded_largefarms,Recoded_vehicular_presence,Recoded_web_welfare_quintiles,PRE_1,PCP_1
46142,TZ301,Tabora,R,-4.559,31.942,-4.575,31.965,3.07,Mwandakulima,Tabora,2,34.714,29.752,0,0.324,0,0,0.676,0.189,0,44762600,3.892,0.297,0.649,0.189,0.162,0,0,37,0.089,138424.243,46142,0,0,1,0,0,1,3,0,0,1,0,0,1,2,2,1,2,1,3,99,3,1,2,2,0,1,16,4,2,0,0,22,1,2,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,3,2,0.53
46143,TZ302,Rukwa,R,-8.181,31.499,-8.187,31.519,2.29,Msanzi,Rukwa,2,48.958,19.559,0,0.25,0,0,0.042,0,0,14651760,3.958,0.25,0.28,0.25,0.417,0.125,0,24,0.091,168247.958,46143,0,0,1,0,0,1,3,0,0,1,0,0,2,2,3,2,2,2,1,3,1,1,1,1,0,1,5,5,7,2,0,19,2,3,2,3,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,0,3,2,0.54
46144,TZ303,Rukwa,R,-8.539,31.906,-8.567,31.875,4.57,Kitete,Rukwa,1,70.1,113.905,0,0.238,0,0,0.048,0.048,0,12763317,3.857,0.238,0.619,0.286,0.95,0,0,21,0.075,141489.048,46144,0,0,1,0,0,1,3,0,0,1,0,0,1,2,1,1,1,2,1,1,3,1,1,1,0,1,14,5,3,0,0,22,2,2,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,3,2,0.6
46145,TZ304,Rukwa,R,-8.79,31.754,-8.776,31.736,2.42,Kale,Rukwa,1,18.158,13.865,0,0.263,0.053,0,0.263,0.053,0,22783109,3.579,0.421,0.421,0.263,0.211,0.53,0.53,19,0.115,158940.895,46145,0,0,1,0,0,1,3,0,0,1,0,0,1,2,1,1,2,2,1,1,1,1,2,1,0,3,9,7,3,1,1,21,2,2,2,2,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,3,2,0.61
46146,TZ305,Rukwa,R,-8.381,31.596,-8.359,31.583,2.84,Myunga,Rukwa,2,65.25,36.182,0,0.286,0.048,0,0.333,0,0,19841724,3.571,0.238,0.333,0.238,0.333,0.95,0,21,0.105,164679.619,46146,0,0,1,0,0,1,3,0,0,1,0,0,2,2,2,2,3,3,1,3,1,1,2,2,0,3,7,6,6,2,0,21,2,3,2,3,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,0,3,3,0.5
46147,TZ306,Rukwa,R,-7.854,31.819,-7.858,31.824,0.6,Zimba,Rukwa,2,42.619,22.947,0,0.286,0,0,0.19,0,0,17301627,5.524,0.857,0.476,0.238,0.286,0,0,21,0.081,149706.143,46147,0,1,0,0,0,1,2,0,1,0,0,0,2,2,2,2,1,2,2,1,1,1,1,1,0,3,11,4,7,0,0,22,2,2,2,2,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,2,2,0.56
46148,TZ307,Rukwa,R,-8.229,31.867,-8.232,31.863,0.51,Mpwapwa,Rukwa,2,46.19,13.684,0,0.227,0.182,0,0.318,0,0,11805200,3.409,0.227,0.136,0.364,0.182,0.227,0.91,22,0.154,188780.227,46148,0,1,0,0,0,1,2,0,1,0,0,0,1,2,3,1,2,1,1,1,1,1,2,2,0,3,3,8,3,6,1,21,3,3,2,3,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,2,2,0.58
46149,TZ308,Rukwa,R,-8.059,31.818,-8.057,31.828,1.08,Msanda,Rukwa,1,58.5,51.989,0,0.15,0,0,0.2,0.15,0,13581320,3.7,0.7,0.45,0.4,0.15,0,0,20,0.059,147624.8,46149,0,1,0,0,0,1,2,0,1,0,0,0,1,2,3,1,1,2,1,1,1,1,2,2,0,2,8,8,5,0,0,21,2,3,2,2,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,2,2,0.61
46150,TZ309,Rukwa,R,-8.318,32.375,-8.301,32.362,2.26,Ihozya,Rukwa,1,31.316,39.188,0,0.368,0,0,0.474,0.053,0,17473578,3.789,0.474,0.474,0.158,0.368,0,0,19,0.11,154501.632,46150,0,0,1,0,0,1,3,0,0,1,0,0,1,2,3,1,2,1,2,2,3,1,2,2,0,2,9,5,7,0,0,21,2,2,2,2,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,3,2,0.61
46151,TZ310,Rukwa,R,-8.376,32.049,-8.344,32.095,6.16,Ntumba,Rukwa,1,45.625,121.53,0,0.471,0,0,0.059,0.176,0,10066295,3.765,0.294,0.765,0.59,0.176,0,0,17,0.072,135126.882,46151,0,1,0,0,0,1,2,0,1,0,0,0,1,2,3,2,1,1,2,1,1,2,2,1,0,3,16,4,1,0,0,21,1,1,1,1,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,2,2,0.54
46152,TZ311,Rukwa,U,-8.564,32.056,-8.573,32.048,1.35,Laela,Rukwa,3,98.333,55.663,0,0.667,0.292,0.083,0.417,0.083,0.083,11225256,2.125,0.208,0.42,0,0.167,0.542,0.25,24,0.126,260604.667,46152,0,0,1,0,0,1,3,0,0,1,0,0,2,2,1,2,1,3,1,3,3,2,3,2,2,3,1,0,4,13,3,21,4,2,4,2,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,3,3,0.45
46153,TZ312,Rukwa,R,-7.331,31.06,-7.296,31.052,4.01,Paranawe,Rukwa,2,41.667,16.422,0,0.417,0,0,0.333,0.167,0,4102488,4.25,0,0.83,0.167,0.583,0.167,0,12,0.07,179801.833,46153,0,1,0,0,0,1,2,0,1,0,0,0,1,2,2,1,2,2,2,3,3,1,2,1,0,1,1,6,8,3,0,18,3,4,3,4,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,2,2,0.55
46154,TZ313,Rukwa,R,-7.633,31.021,-7.631,31.094,7.98,Isala,Rukwa,2,28.235,14.784,0,0.647,0.353,0,0.412,0.118,0,12142165,3.176,0.176,0.176,0.59,0.176,0.471,0.118,17,0.157,230305.471,46154,1,0,0,0,0,1,1,1,0,0,0,0,1,2,1,1,2,1,2,1,1,1,2,1,0,3,3,1,6,9,2,21,3,4,4,5,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,2,0.55
46155,TZ314,Rukwa,R,-8.168,30.95,-8.187,30.957,2.14,Mpasa,Rukwa,2,26.579,17.164,0,0.421,0.105,0,0,0,0.053,16981991,2.895,0.474,0.15,0.316,0.263,0.316,0,19,0.139,184568.526,46155,1,1,0,0,0,2,1.5,0.5,0.5,0,0,0,1,2,3,1,2,2,2,1,1,1,1,1,0,3,2,3,7,7,0,19,3,4,3,4,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,2,2,0.61
46156,TZ315,Rukwa,R,-7.474,30.607,-7.489,30.596,2.12,Usensula,Rukwa,1,41.765,55.423,0,0.684,0,0,0.053,0,0,8993935,3.421,0.684,0.53,0.211,0.579,0.158,0,19,0.084,182450.421,46156,0,1,0,0,0,1,2,0,1,0,0,0,1,2,3,1,2,2,2,3,1,1,1,1,0,3,1,3,12,4,0,20,3,4,3,4,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,2,2,0.61
46157,TZ316,Rukwa,U,-7.518,31.025,-7.505,31.044,2.56,Namanyere,Rukwa,1,43.043,35.571,0,0.391,0,0,0.565,0,0,11048533,3.217,0.261,0.348,0.261,0.217,0.174,0,23,0.153,157978.348,46157,0,0,0,0,1,1,5,0,0,0,0,1,2,2,2,2,3,2,2,3,3,1,2,3,1,3,9,4,5,4,0,22,2,1,2,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,5,3,0.49
46158,TZ317,Rukwa,U,-7.954,31.603,-7.951,31.614,1.26,Sumbawanga 1,Rukwa,2,4.063,7.793,0.125,0.438,0.063,0,0.188,0,0,9325600,2.688,0.438,0,0,0.25,0.688,0.63,16,0.098,245017.438,46158,0,1,0,0,0,1,2,0,1,0,0,0,2,2,2,2,3,3,2,3,3,2,3,3,2,3,0,1,7,12,1,21,4,2,4,2,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,2,3,0.45
46159,TZ318,Rukwa,U,-7.963,31.62,-7.967,31.635,1.61,Sumbawanga 2,Rukwa,2,5.476,14.134,0.81,0.714,0.619,0.095,0.19,0.095,0.095,17055528,1.381,0.19,0,0,0,0.19,0.81,21,0.076,366136.857,46159,0,0,1,0,0,1,3,0,0,1,0,0,2,2,2,2,3,2,1,3,3,2,3,2,0,1,0,0,0,4,17,21,5,4,5,4,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,3,3,0.5
46160,TZ319,Rukwa,U,-7.977,31.644,-7.985,31.639,1.04,Sumbawanga 3,Rukwa,2,29.583,37.933,0.28,0.6,0.16,0.04,0.4,0.08,0,18870450,3,0.48,0,0,0.4,0.64,0.32,25,0.119,276532.6,46160,0,0,1,0,0,1,3,0,0,1,0,0,2,2,2,2,3,3,1,3,3,1,2,2,0,1,0,1,2,12,6,21,4,2,4,2,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,3,3,0.5
46161,TZ320,Rukwa,R,-8.02,31.686,-8.013,31.674,1.45,Isesa,Rukwa,2,88.75,63.409,0,0.25,0.05,0,0.5,0,0,11975260,2.85,0.35,0.5,0.2,0.6,0.15,0,20,0.073,176848.95,46161,0,0,0,1,0,1,4,0,0,0,1,0,1,2,2,2,3,2,3,99,3,1,1,2,0,1,1,5,12,4,0,22,3,4,3,4,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,4,3,0.5
46162,TZ321,Rukwa,R,-7.972,31.449,-7.972,31.456,0.77,Chipu,Rukwa,2,43.958,27.504,0.04,0.28,0.08,0.04,0.04,0.04,0,15638275,3.88,0.44,0.24,0.24,0.28,0.24,0,25,0.127,176351,46162,0,0,1,0,0,1,3,0,0,1,0,0,1,2,3,1,2,2,2,2,1,1,1,2,0,2,5,6,5,6,0,22,3,3,3,3,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,3,2,0.51
46163,TZ322,Rukwa,U,-7.971,31.619,-8.017,31.606,5.3,Milanzi,Rukwa,3,71.5,73.433,0.55,0.5,0.35,0,0.25,0,0,9920840,2.1,0.2,0,0.5,0.5,0.35,0.55,20,0.129,316657.05,46163,0,0,1,0,0,1,3,0,0,1,0,0,2,2,2,2,2,2,3,3,3,1,1,2,0,1,0,2,2,4,11,19,4,3,5,3,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,3,3,0.49
46164,TZ323,Kigoma,U,-3.595,30.721,-3.586,30.723,0.97,Kibondo,Kigoma,3,83,180.645,0.429,0.762,0.619,0.333,0.048,0.429,0.095,12876129,1.905,0.19,0,0,0,0.286,0.714,21,0.125,355744.762,46164,0,0,1,0,0,1,3,0,0,1,0,0,2,2,3,2,3,3,2,3,3,2,2,2,2,3,0,0,0,6,14,20,5,3,5,3,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,3,3,0.5
46165,TZ324,Kigoma,R,-3.713,30.565,-3.745,0.585,4.13,Nyaruyoba,Kigoma,1,45.714,20.204,0,0.19,0,0,0.381,0,0,42043533,4,0.571,0.95,0.619,0.286,0,0,21,0.044,158201.762,46165,1,0,0,0,0,1,1,1,0,0,0,0,1,2,3,1,2,1,2,1,3,1,1,2,0,1,2,11,9,0,0,22,2,3,2,3,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,2,0.6
46166,TZ325,Kigoma,R,-3.814,30.488,-3.788,30.497,2.99,Kagezi,Kigoma,1,31.5,25.189,0,0.3,0,0,0.3,0,0,21392560,3.9,0.2,0.5,0.4,0.1,0,0,20,0.058,147223.15,46166,0,1,0,0,0,1,2,0,1,0,0,0,1,2,2,1,2,1,1,1,1,1,1,2,0,1,10,6,3,1,0,20,2,2,2,2,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,2,2,0.6
46167,TZ326,Kigoma,R,-3.632,30.624,-3.634,30.665,4.56,Kazibuzi,Kigoma,2,41.053,17.206,0,0.6,0,0,0.55,0,0,52416040,2.8,0.4,0.2,0.35,0.4,0.5,0,20,0.077,159699.65,46167,0,1,0,0,0,1,2,0,1,0,0,0,1,2,3,1,2,1,3,99,3,1,2,2,0,1,4,6,7,1,0,18,2,3,2,3,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,2,2,0.58
46168,TZ327,Kigoma,R,-4.309,30.187,-4.337,30.217,4.45,Shunga,Kigoma,2,85.263,35.019,0,0.381,0,0,0.619,0.143,0,13410327,1.857,0.333,0,0.524,0.381,0.95,0,21,0.062,168928.952,46168,1,0,0,0,0,1,1,1,0,0,0,0,1,2,3,1,1,1,2,1,1,1,1,2,0,1,0,10,9,3,0,22,3,4,3,3,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,2,0.54
46169,TZ328,Kigoma,R,-4.82,30.337,-4.866,30.332,5.13,Asante Nyerere,Kigoma,1,25.484,25.281,0,0.371,0,0,0.6,0,0,48006455,3.057,0.143,0.857,0.143,0,0,0,35,0.054,128945.771,46169,0,0,1,0,0,1,3,0,0,1,0,0,1,2,2,1,2,1,2,99,3,1,2,2,1,1,12,6,0,0,0,18,1,2,1,2,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,3,2,0.61
46170,TZ329,Kigoma,R,-4.494,29.753,-4.5,29.755,0.68,Mkigo,Kigoma,2,26.136,15.655,0,0.458,0.042,0.042,0.625,0.042,0,26334984,1.708,0,0.83,0.28,0.542,0.167,0,24,0.11,183247.208,46170,0,0,0,1,0,1,4,0,0,0,1,0,1,2,3,1,2,1,2,2,3,2,3,3,1,1,2,6,7,5,0,20,3,4,3,4,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,4,2,0.54
46171,TZ330,Kigoma,R,-4.796,29.718,-4.784,29.726,1.62,Chankabwimba,Kigoma,2,4.7,6.174,0,0.476,0,0,0.381,0.048,0,16367064,2.476,0.524,0,0.381,0.238,0.381,0,21,0.111,190054.143,46171,0,1,0,0,0,1,2,0,1,0,0,0,1,2,3,1,2,1,3,99,3,1,2,2,1,1,0,10,6,5,1,22,3,4,3,4,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,2,2,0.57
46172,TZ331,Kigoma,U,-4.885,29.661,-4.882,29.664,0.41,Kigoma,Kigoma,2,19.688,34.374,0.222,0.611,0.222,0.167,0.278,0,0,19178748,2.333,0,0,0,0.167,0.444,0.389,18,0.145,291169.944,46172,0,0,1,0,0,1,3,0,0,1,0,0,1,2,2,2,3,2,3,3,3,2,3,3,1,2,0,0,1,7,13,21,5,3,5,3,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,1,3,3,0.47
46173,TZ332,Kigoma,U,-4.906,29.674,-4.91,29.677,0.56,Kasingirima,Kigoma,2,132.5,163.485,0.595,0.568,0.514,0.216,0.162,0.081,0.027,40183665,2.676,0.27,0,0.27,0.54,0.216,0.73,37,0.127,344912.757,46173,0,1,0,0,0,1,2,0,1,0,0,0,2,2,3,2,3,3,3,3,3,2,3,3,2,3,0,1,1,5,15,22,5,3,5,3,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,2,4,0.47
46174,TZ333,Kigoma,U,-4.892,29.651,-4.898,29.647,0.84,Kilima Hewa,Kigoma,2,157.833,228.295,0.968,0.839,0.968,0.968,0.194,0.194,0.29,14323364,1.419,0,0,0,0,0,0,31,0.022,435390.581,46174,0,1,0,0,0,1,2,0,1,0,0,0,2,3,2,2,3,2,3,3,3,1,2,2,2,3,0,0,0,0,20,20,5,5,5,5,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,2,4,0.5
46175,TZ334,Kigoma,R,-6.015,29.825,-6.007,29.824,0.96,Konkwa,Kigoma,1,43.579,39.673,0,0.4,0,0,0.45,0,0,18454420,3.75,0.65,0.2,0.45,0.35,0,0,20,0.065,151887.9,46175,0,1,0,0,0,1,2,0,1,0,0,0,1,2,3,1,2,2,3,3,3,1,2,2,0,1,5,8,5,3,0,21,2,3,2,2,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,2,3,0.46
46176,TZ335,Kigoma,R,-5.09,29.872,-5.096,29.814,6.36,Mwakizega,Kigoma,1,37.353,23.791,0,0.3,0,0,0.35,0,0,5097080,3.5,0.25,0.45,0.25,0.25,0.5,0,20,0.08,151426,46176,0,0,1,0,0,1,3,0,0,1,0,0,1,2,3,1,2,2,2,3,1,1,2,2,1,1,8,7,4,1,0,20,2,2,2,2,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,3,2,0.55
46177,TZ336,Kigoma,R,-5.027,30.075,-4.997,30.002,8.79,Kazuramimba,Kigoma,1,13.588,24.845,0,0.476,0.048,0,0.476,0,0,53930667,4.667,0.524,0.238,0.333,0.429,0,0,21,0.084,158907.048,46177,1,0,0,0,0,1,1,1,0,0,0,0,1,2,3,1,2,2,2,3,1,0,1,1,0,3,5,7,7,1,0,20,2,3,2,3,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,2,0.61
46178,TZ337,Kigoma,R,-5.181,30.994,-5.123,31.037,8.1,Nguruka,Kigoma,1,44.176,41.747,0,0.529,0,0,0.941,0.059,0,21523785,3.941,0.118,0.765,0.176,0.59,0,0,17,0.066,135301.941,46178,0,0,0,1,0,1,4,0,0,0,1,0,2,2,2,1,2,2,1,3,1,0,1,2,0,3,10,6,1,0,0,17,1,2,1,2,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,4,2,0.46
46179,TZ338,Kigoma,R,-4.464,29.945,-4.456,29.935,1.41,Manyovu,Kigoma,2,4.364,6.793,0.045,0.636,0.182,0.136,0.545,0.136,0,15464944,2.091,0.136,0,0.182,0.455,0.227,0.136,22,0.175,223026.5,46179,0,1,0,0,0,1,2,0,1,0,0,0,1,2,3,1,2,1,2,3,1,1,2,2,0,1,1,7,9,4,1,22,3,4,3,4,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,2,2,0.6
46180,TZ339,Kigoma,R,-4.385,29.827,-4.392,29.82,1.1,Nganda,Kigoma,2,21.129,15.375,0,0.583,0,0,0.528,0.028,0,33577092,2.889,0.222,0.28,0.139,0.556,0.278,0,36,0.081,183135.472,46180,0,0,1,0,0,1,3,0,0,1,0,0,1,2,2,1,2,1,2,2,3,1,2,2,0,2,1,4,11,5,0,21,3,4,3,4,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,3,2,0.57
46181,TZ340,Kigoma,R,-3.195,30.869,-3.131,30.874,7.11,Muhange,Kigoma,2,68.75,35.978,0,0.571,0.048,0,0.429,0.238,0,21576723,3.429,0.333,0.95,0.19,0.571,0.143,0,21,0.115,182580.619,46181,0,0,1,0,0,1,3,0,0,1,0,0,2,2,3,2,1,2,3,3,3,1,2,2,0,1,1,5,11,3,1,21,3,4,3,4,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,3,3,0.5
46182,TZ341,Kigoma,R,-3.482,30.681,-3.46,30.678,2.5,Katanga,Kigoma,2,37.5,19.985,0,0.364,0,0,0.455,0.045,0,23369940,3.318,0.5,0.136,0.682,0.182,0,0,22,0.048,151560.136,46182,0,1,0,0,0,1,2,0,1,0,0,0,1,2,3,1,2,1,3,99,3,1,2,2,0,1,6,11,5,0,0,22,2,2,2,2,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,2,2,0.58
46183,TZ342,Kigoma,R,-4.672,30.138,-4.661,30.135,1.32,Kanyani,Kigoma,1,18,14.994,0,0.5,0,0,1,0,0,26712720,5.167,0.556,0,0.111,0.889,0,0,18,0.033,172617.444,46183,1,0,0,0,0,1,1,1,0,0,0,0,1,2,3,1,2,1,1,2,1,1,1,2,0,1,0,7,15,0,0,22,3,3,3,4,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,2,0.61
46184,TZ343,Kigoma,U,-4.556,30.12,-4.561,30.127,0.97,Kasulu,Kigoma,2,31.304,28.928,0.24,0.72,0.24,0.08,0.56,0.24,0.16,15311925,3.28,0.2,0,0,0.4,0.68,0.28,25,0.144,291705.48,46184,0,0,0,1,0,1,4,0,0,0,1,0,2,2,2,2,3,2,2,3,1,1,3,2,0,3,0,1,1,12,7,21,4,2,4,2,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,4,3,0.5
46185,TZ344,Shinyanga,U,-3.678,33.416,-3.683,33.427,1.35,Shinyanga,Shinyanga,3,0.714,3.78,0.643,0.75,0.607,0.429,0.857,0.286,0.214,46059496,1.929,0.321,0,0,0,0.179,0.821,28,0.117,377924.214,46185,0,0,1,0,0,1,3,0,0,1,0,0,2,2,2,2,3,3,3,3,3,2,2,3,1,3,0,0,0,5,17,22,5,3,5,4,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,3,4,0.44
46186,TZ345,Shinyanga,U,-3.664,33.443,-3.662,33.435,0.92,Dome,Shinyanga,2,1.25,3.686,0.52,0.48,0.4,0.2,0.56,0.16,0.12,25609375,2.44,0.4,0,0,0,0.6,0.4,25,0.14,319370.92,46186,0,0,0,1,0,1,4,0,0,0,1,0,2,3,2,2,3,3,2,3,3,2,3,3,1,3,0,0,1,11,8,20,4,3,4,2,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,4,4,0.56
46187,TZ346,Shinyanga,R,-3.438,33.432,-3.441,33.404,3.07,Busangwa,Shinyanga,2,57.742,59.705,0.03,0.424,0,0,0.788,0.03,0,30244368,3.03,0.242,0.515,0.394,0.91,0,0,33,0.066,138936.333,46187,0,1,0,0,0,1,2,0,1,0,0,0,1,2,2,2,3,1,3,2,3,2,3,2,0,2,10,9,2,0,0,21,2,2,2,2,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,2,3,0.5
46188,TZ347,Shinyanga,R,-3.607,33.749,-3.596,33.731,2.36,Ngundangali,Shinyanga,2,83.125,54.562,0,0.444,0.056,0,0.639,0.083,0,27252180,3.667,0.556,0.611,0.111,0.25,0.28,0,36,0.125,143143.472,46188,0,1,0,0,0,1,2,0,1,0,0,0,1,2,2,1,1,1,2,99,3,1,1,2,0,1,12,4,5,1,0,22,2,2,1,2,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,2,2,0.61
46189,TZ348,Shinyanga,R,-3.75,33.779,-3.743,33.835,6.29,Mwamashele,Shinyanga,2,172.059,84.63,0,0.265,0,0,0.882,0.059,0,34178364,3.412,0.471,0.76,0.118,0.176,0,0,34,0.093,129659.118,46189,0,0,1,0,0,1,3,0,0,1,0,0,1,2,2,1,2,2,2,1,3,1,2,2,0,3,15,4,2,0,0,21,1,2,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,3,2,0.5
46190,TZ349,Shinyanga,R,-3.743,32.996,-3.736,33.02,2.81,Ihalo,Shinyanga,2,77.8,39.293,0,0.462,0,0,0.923,0.077,0,21318076,3.346,0.269,0.385,0.38,0.269,0.38,0,26,0.077,152282.654,46190,1,0,0,0,0,1,1,1,0,0,0,0,1,2,2,1,2,1,2,1,3,1,2,3,0,2,8,7,5,2,0,22,2,3,2,2,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,2,0.61
46191,TZ350,Shinyanga,R,-3.396,32.944,-3.4,32.899,4.93,Solwa,Shinyanga,2,60.156,27.606,0,0.515,0,0,0.909,0,0,24605262,3.606,0.545,0.33,0.394,0.273,0.3,0,33,0.107,149430,46191,0,0,1,0,0,1,3,0,0,1,0,0,1,2,2,2,1,2,3,3,3,1,2,2,0,3,5,8,7,1,0,21,2,3,2,3,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,3,3,0.5
